GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000196811	2	233404437	233411113	27	7	305495	2.5475	0.0054255	CHRNG
ENSG00000221944	2	233412779	233415226	10	3	305495	2.8291	0.0023342	TIGD1
ENSG00000135930	2	233414762	233448354	90	4	305495	2.3249	0.010039	EIF4E2
ENSG00000115468	2	233470767	233547491	220	25	305495	-1.6264	0.94807	EFHD1
ENSG00000204120	2	233562009	233725285	436	25	305495	0.44383	0.32858	GIGYF2
ENSG00000115474	2	233631174	233641278	28	5	305495	0.41969	0.33736	KCNJ13
ENSG00000182600	2	233721980	233743418	64	11	305495	0.69467	0.24363	C2orf82
ENSG00000066248	2	233743396	233877982	535	47	305495	1.0665	0.14309	NGEF
ENSG00000222001	2	233877324	233880595	7	3	305495	-0.09027	0.53596	AC106876.2
ENSG00000115488	2	233897382	233899767	7	2	305495	-1.4728	0.9296	NEU2
ENSG00000168918	2	233924677	234116549	588	48	305495	-0.61946	0.73219	INPP5D
ENSG00000085978	2	234118697	234204320	231	19	305495	0.87538	0.19068	ATG16L1
ENSG00000130561	2	234216462	234255701	144	19	305495	0.39433	0.34667	SAG
ENSG00000077044	2	234263153	234380750	249	23	305495	-1.0079	0.84325	DGKD
ENSG00000085982	2	234384166	234475428	184	8	305495	-0.087739	0.53496	USP40
ENSG00000241635	2	234526291	234681956	515	32	305495	0.1212	0.45176	UGT1A8
ENSG00000242515	2	234545100	234681951	467	35	305495	0.22592	0.41063	UGT1A10
ENSG00000241119	2	234580499	234681946	382	26	305495	0.35455	0.36146	UGT1A9
ENSG00000244122	2	234590584	234681945	330	23	305495	0.39569	0.34617	UGT1A7
ENSG00000167165	2	234600253	234681946	283	22	305495	0.49629	0.30984	UGT1A6
ENSG00000240224	2	234621638	234681945	237	19	305495	0.57156	0.28381	UGT1A5
ENSG00000244474	2	234627424	234681945	195	17	305495	0.58047	0.2808	UGT1A4
ENSG00000243135	2	234637754	234681945	157	16	305495	0.52587	0.29949	UGT1A3
ENSG00000242366	2	234668894	234681945	34	8	305495	0.57602	0.2823	UGT1A1
ENSG00000185038	2	234684370	234742069	218	43	305495	-0.2099	0.58313	MROH2A
ENSG00000123485	2	234742062	234763212	81	10	305495	0.010091	0.49597	HJURP
ENSG00000144481	2	234826043	234928166	318	47	305495	-0.11208	0.54462	TRPM8
ENSG00000072080	2	234959323	234985778	126	13	305495	-0.24756	0.59776	SPP2
ENSG00000188042	2	235401685	235405697	10	4	305495	0.79748	0.21259	ARL4C
ENSG00000130147	2	235860617	235964358	277	40	305495	-0.99665	0.84053	SH3BP4
ENSG00000157985	2	236402733	237040444	1445	135	305495	0.3168	0.3757	AGAP1
ENSG00000222007	2	236682499	236692031	39	3	305495	-0.0092235	0.50368	AC064874.1
ENSG00000168505	2	237073879	237077012	3	2	305495	-0.15585	0.56192	GBX2
ENSG00000182177	2	237102095	237173052	307	19	305495	1.0195	0.15398	ASB18
ENSG00000132321	2	237232794	237416185	400	27	305495	0.95426	0.16998	IQCA1
ENSG00000144476	2	237476430	237491001	32	7	305495	-0.77923	0.78208	ACKR3
ENSG00000198612	2	237993955	238009109	37	7	305495	0.10541	0.45803	COPS8
ENSG00000224132	2	238165734	238166319	1	1	305495	-1.1099	0.86648	AC112715.2
ENSG00000163359	2	238232646	238323018	223	35	305495	0.51988	0.30157	COL6A3
ENSG00000222022	2	238330063	238333919	9	2	305495	-0.67672	0.75071	AC112721.1
ENSG00000115648	2	238394071	238463961	380	23	305495	-0.19393	0.57688	MLPH
ENSG00000124839	2	238482965	238510257	148	18	305495	-0.20748	0.58218	RAB17
ENSG00000234949	2	238499663	238504624	31	9	305495	0.16435	0.43473	AC104667.3
ENSG00000124831	2	238536219	238722325	614	44	305495	-0.2229	0.58819	LRRFIP1
ENSG00000177483	2	238707032	238751451	99	13	305495	-0.57307	0.7167	RBM44
ENSG00000132329	2	238767536	238820756	182	31	305495	-0.29957	0.61775	RAMP1
ENSG00000184182	2	238875469	238951236	229	11	305495	-0.78559	0.78395	UBE2F
ENSG00000258984	2	238875656	239008053	422	18	305495	-0.5379	0.70468	UBE2F-SCLY
ENSG00000132330	2	238969530	239008054	145	13	305495	-0.17837	0.57078	SCLY
ENSG00000144488	2	239008798	239041928	141	16	305495	1.0225	0.15326	ESPNL
ENSG00000168427	2	239047363	239061588	37	10	305495	-0.49803	0.69077	KLHL30
ENSG00000178752	2	239067623	239077541	39	9	305495	-1.179	0.8808	FAM132B
ENSG00000132323	2	239079042	239112370	145	15	305495	-1.058	0.85498	ILKAP
ENSG00000186235	2	239133193	239140318	37	6	305495	0.59518	0.27586	AC016757.3
ENSG00000144485	2	239146908	239149303	10	4	305495	-0.02598	0.51036	HES6
ENSG00000132326	2	239152679	239198743	130	18	305495	0.43252	0.33268	PER2
ENSG00000204104	2	239229082	239309541	248	20	305495	0.87988	0.18946	TRAF3IP1
ENSG00000065802	2	239335383	239360891	117	12	305495	2.3374	0.0097092	ASB1
ENSG00000233608	2	239756673	239795893	28	5	305495	1.0709	0.14211	TWIST2
ENSG00000068024	2	239969864	240323348	1187	97	305495	0.97571	0.16461	HDAC4
ENSG00000213828	2	240083493	240084053	3	1	305495	0.1641	0.43483	AC017028.1
ENSG00000222020	2	240323130	240324058	4	2	305495	1.9078	0.028209	AC062017.1
ENSG00000196758	2	240499995	240507788	43	9	305495	0.89896	0.18434	AC079612.1
ENSG00000220256	2	240684554	240724577	252	26	305495	1.0964	0.13644	AC093802.1
ENSG00000130414	2	240831867	240964819	616	45	305495	-0.76524	0.77793	NDUFA10
ENSG00000182083	2	240968841	240969906	3	1	305495	-0.91903	0.82096	OR6B2
ENSG00000221961	2	240981230	240982399	10	2	305495	0.30805	0.37902	PRR21
ENSG00000178586	2	240984494	240985489	5	3	305495	-0.88028	0.81065	OR6B3
ENSG00000267963	2	241053907	241064304	59	6	305495	0.50402	0.30712	AC013469.1
ENSG00000172428	2	241065980	241076224	71	9	305495	-0.057401	0.52289	MYEOV2
ENSG00000178602	2	241078446	241083979	44	7	305495	-0.8301	0.79676	OTOS
ENSG00000063660	2	241375088	241407493	123	26	305495	1.4892	0.068219	GPC1
ENSG00000218416	2	241388732	241396131	13	4	305495	-1.4438	0.9256	AC110619.2
ENSG00000144504	2	241418839	241508626	331	49	305495	1.2247	0.11034	ANKMY1
ENSG00000188542	2	241499471	241503431	13	5	305495	0.44818	0.32701	DUSP28
ENSG00000142327	2	241505221	241520789	34	10	305495	-1.629	0.94834	RNPEPL1
ENSG00000142330	2	241526133	241557122	156	16	305495	-0.83472	0.79806	CAPN10
ENSG00000178623	2	241544848	241570676	92	23	305495	-0.15513	0.56164	GPR35
ENSG00000185176	2	241615835	241622323	11	4	305495	-1.3698	0.91462	AQP12B
ENSG00000184945	2	241631262	241637900	3	1	305495	-0.93128	0.82415	AQP12A
ENSG00000130294	2	241653181	241759725	288	40	305495	0.99018	0.16104	KIF1A
ENSG00000172482	2	241807896	241819919	41	6	305495	-0.78197	0.78288	AGXT
ENSG00000172478	2	241825465	241836306	88	6	305495	-0.58531	0.72083	C2orf54
ENSG00000226321	2	241858202	241932728	182	21	305495	1.4546	0.07289	AC104809.3
ENSG00000162804	2	241938255	242034983	254	35	305495	-0.15669	0.56225	SNED1
ENSG00000122085	2	242011584	242041747	79	9	305495	-1.3076	0.90449	MTERFD2
ENSG00000115687	2	242045514	242089679	217	21	305495	-0.21642	0.58567	PASK
ENSG00000115685	2	242088991	242123067	96	13	305495	-0.060316	0.52405	PPP1R7
ENSG00000146205	2	242127924	242164792	98	19	305495	-0.30757	0.6208	ANO7
ENSG00000115677	2	242166679	242256476	240	23	305495	-1.0216	0.84651	HDLBP
ENSG00000268485	2	242167319	242168850	3	2	305495	-0.091855	0.53659	AC104841.2
ENSG00000168385	2	242254515	242293442	117	16	305495	-0.49938	0.69124	SEPT2
ENSG00000006607	2	242295658	242434256	401	34	305495	-0.7174	0.76344	FARP2
ENSG00000115694	2	242432089	242449145	52	10	305495	-1.3828	0.91663	STK25
ENSG00000176720	2	242498136	242513546	33	10	305495	0.087895	0.46498	BOK
ENSG00000176946	2	242523820	242576864	137	9	305495	1.4327	0.075977	THAP4
ENSG00000168397	2	242576628	242613272	170	19	305495	1.0217	0.15345	ATG4B
ENSG00000168393	2	242615157	242626406	46	5	305495	-0.71898	0.76392	DTYMK
ENSG00000168395	2	242641450	242668893	69	10	305495	0.43945	0.33017	ING5
ENSG00000180902	2	242673994	242708231	127	15	305495	-0.83517	0.79819	D2HGDH
ENSG00000154252	2	242716240	242743623	77	10	305495	0.52926	0.29831	GAL3ST2
ENSG00000204099	2	242749920	242758739	29	5	305495	0.79279	0.21395	NEU4
ENSG00000188389	2	242792033	242801060	36	6	305495	-0.89229	0.81388	PDCD1
ENSG00000188011	2	242811752	242815975	18	4	305495	-0.74618	0.77222	CXXC11
ENSG00000216921	2	242836136	242844702	54	9	305495	-0.4168	0.66159	AC131097.4
ENSG00000134121	3	238279	451090	827	77	305495	0.95111	0.17077	CHL1
ENSG00000134115	3	1134260	1445901	1418	126	305495	1.5218	0.064035	CNTN6
ENSG00000144619	3	2140497	3099645	3893	352	305495	-0.51302	0.69603	CNTN4
ENSG00000091181	3	3111233	3168297	201	50	305495	0.25783	0.39827	IL5RA
ENSG00000072756	3	3168600	3192563	115	13	305495	0.40877	0.34135	TRNT1
ENSG00000113851	3	3190676	3221394	132	17	305495	-0.10462	0.54166	CRBN
ENSG00000144455	3	3742498	4508965	3107	141	305495	0.3679	0.35647	SUMF1
ENSG00000175928	3	3841121	3889387	123	19	305495	-0.70601	0.75991	LRRN1
ENSG00000170364	3	4344988	4359251	30	10	305495	-1.0166	0.84534	SETMAR
ENSG00000150995	3	4535032	4889524	1096	150	305495	0.21902	0.41332	ITPR1
ENSG00000235978	3	4855978	4928977	250	23	305495	-0.30321	0.61913	AC018816.3
ENSG00000134107	3	5020801	5027008	18	3	305495	-0.28335	0.61155	BHLHE40
ENSG00000134108	3	5163905	5222596	164	11	305495	-0.49841	0.6909	ARL8B
ENSG00000134109	3	5229331	5261642	55	12	305495	0.13992	0.44436	EDEM1
ENSG00000196277	3	6811688	7783215	3085	230	305495	2.6324	0.004239	GRM7
ENSG00000071282	3	8543393	8609805	226	24	305495	0.046585	0.48142	LMCD1
ENSG00000125046	3	8661086	8786726	351	76	305495	0.73115	0.23234	SSUH2
ENSG00000182533	3	8775486	8883492	496	57	305495	0.18791	0.42547	CAV3
ENSG00000180914	3	8792094	8811314	86	23	305495	0.38505	0.3501	OXTR
ENSG00000070950	3	8817088	9005457	813	44	305495	-0.88423	0.81171	RAD18
ENSG00000196220	3	9022275	9404737	1136	141	305495	0.040549	0.48383	SRGAP3
ENSG00000134077	3	9404526	9428475	61	11	305495	-0.67157	0.74907	THUMPD3
ENSG00000168137	3	9439299	9520924	163	14	305495	-1.3989	0.91908	SETD5
ENSG00000156959	3	9543481	9595486	207	17	305495	-0.27613	0.60878	LHFPL4
ENSG00000163719	3	9691117	9744077	84	14	305495	0.15389	0.43885	MTMR14
ENSG00000144550	3	9745491	9771592	39	17	305495	1.1177	0.13185	CPNE9
ENSG00000156983	3	9773413	9789702	31	11	305495	1.6748	0.046986	BRPF1
ENSG00000114026	3	9791628	9829903	78	13	305495	-0.5012	0.69189	OGG1
ENSG00000134072	3	9799026	9811676	20	7	305495	-0.15965	0.56342	CAMK1
ENSG00000171148	3	9821544	9834695	30	5	305495	-0.69819	0.75747	TADA3
ENSG00000241553	3	9834179	9849410	27	7	305495	-0.37311	0.64547	ARPC4
ENSG00000250151	3	9834766	9877085	142	15	305495	-0.033966	0.51355	ARPC4-TTLL3
ENSG00000214021	3	9849770	9896822	157	18	305495	-0.35994	0.64055	TTLL3
ENSG00000156990	3	9879533	9886286	11	4	305495	-1.3706	0.91475	RPUSD3
ENSG00000187288	3	9908398	9921938	32	6	305495	-1.5329	0.93734	CIDEC
ENSG00000171135	3	9932238	9936033	14	3	305495	-1.3898	0.91771	JAGN1
ENSG00000163701	3	9944296	9958086	41	3	305495	-0.21187	0.5839	IL17RE
ENSG00000163702	3	9958758	9975314	34	10	305495	0.25046	0.40112	IL17RC
ENSG00000163703	3	9975506	9987097	27	5	305495	-0.91283	0.81933	CRELD1
ENSG00000163704	3	9987226	9994078	12	6	305495	0.099807	0.46025	PRRT3
ENSG00000125037	3	10004221	10052800	151	5	305495	-0.87251	0.80854	EMC3
ENSG00000144554	3	10068098	10143614	238	6	305495	-0.39552	0.65377	FANCD2
ENSG00000163705	3	10123001	10149915	70	4	305495	-0.40716	0.65805	FANCD2OS
ENSG00000254999	3	10157276	10168874	58	4	305495	0.7541	0.22539	BRK1
ENSG00000134086	3	10182692	10193904	46	7	305495	-0.31603	0.62401	VHL
ENSG00000134070	3	10206549	10285427	255	29	305495	2.1688	0.015047	IRAK2
ENSG00000157014	3	10289707	10322902	107	12	305495	1.5048	0.066192	TATDN2
ENSG00000272410	3	10291056	10327480	120	14	305495	1.5966	0.055172	RP11-438J1.1
ENSG00000157017	3	10327359	10334631	17	6	305495	2.0577	0.01981	GHRL
ENSG00000157020	3	10334815	10362862	108	15	305495	0.92603	0.17721	SEC13
ENSG00000157087	3	10365707	10749716	1340	145	305495	0.11536	0.45408	ATP2B2
ENSG00000132164	3	10857885	10982419	376	49	305495	-0.67354	0.7497	SLC6A11
ENSG00000157103	3	11034410	11080933	155	33	305495	0.52683	0.29916	SLC6A1
ENSG00000196639	3	11178779	11305243	363	46	305495	-0.46712	0.67979	HRH1
ENSG00000197548	3	11313995	11599139	717	24	305495	-0.49857	0.69096	ATG7
ENSG00000144560	3	11597544	11762220	587	53	305495	0.4624	0.3219	VGLL4
ENSG00000144559	3	11831916	11888393	149	15	305495	0.28787	0.38672	TAMM41
ENSG00000157150	3	12194551	12200851	21	5	305495	2.4391	0.007362	TIMP4
ENSG00000132170	3	12328867	12475855	381	31	305495	2.4511	0.0071206	PPARG
ENSG00000154743	3	12525931	12581122	250	15	305495	0.91607	0.17982	TSEN2
ENSG00000225526	3	12556433	12602558	170	17	305495	1.1737	0.12026	C3orf83
ENSG00000075975	3	12598513	12625212	75	11	305495	1.1215	0.13103	MKRN2
ENSG00000132155	3	12625100	12705725	246	18	305495	0.9818	0.1631	RAF1
ENSG00000088726	3	12775024	12810956	115	18	305495	0.74893	0.22695	TMEM40
ENSG00000144712	3	12837971	12913415	264	26	305495	1.6024	0.054539	CAND2
ENSG00000144713	3	12875984	12883087	30	4	305495	1.7078	0.043839	RPL32
ENSG00000144711	3	12938719	13114617	529	71	305495	1.3854	0.082958	IQSEC1
ENSG00000132182	3	13357737	13461809	341	22	305495	-0.5988	0.72535	NUP210
ENSG00000163517	3	13521224	13547916	62	15	305495	0.46264	0.32181	HDAC11
ENSG00000163520	3	13573824	13679922	426	45	305495	-1.3008	0.90334	FBLN2
ENSG00000154764	3	13857755	13921618	235	36	305495	2.8223	0.0023843	WNT7A
ENSG00000180438	3	13978756	14124311	362	18	305495	0.03115	0.48758	TPRXL
ENSG00000163528	3	14153580	14166370	25	6	305495	-1.0221	0.84662	CHCHD4
ENSG00000170876	3	14166440	14185179	47	12	305495	-0.15944	0.56334	TMEM43
ENSG00000268279	3	14176717	14189548	40	8	305495	0.78161	0.21722	RP11-434D12.1
ENSG00000154767	3	14186647	14220283	77	12	305495	0.96817	0.16648	XPC
ENSG00000170860	3	14219858	14242619	49	8	305495	0.63472	0.26281	LSM3
ENSG00000131389	3	14444076	14530857	183	29	305495	2.0984	0.017933	SLC6A6
ENSG00000154781	3	14693271	14714166	54	5	305495	-0.27526	0.60844	CCDC174
ENSG00000131379	3	14716606	14814541	245	33	305495	-0.006889	0.50275	C3orf20
ENSG00000154783	3	14860469	14975895	541	37	305495	0.0037	0.49852	FGD5
ENSG00000177463	3	14989091	15095107	204	22	305495	2.5616	0.0052099	NR2C2
ENSG00000131368	3	15083967	15106842	42	10	305495	2.6275	0.0043002	MRPS25
ENSG00000131381	3	15111580	15140670	69	4	305495	0.97748	0.16416	ZFYVE20
ENSG00000131375	3	15247659	15294425	59	14	305495	0.94712	0.17179	CAPN7
ENSG00000131370	3	15296360	15382875	249	43	305495	1.0732	0.1416	SH3BP5
ENSG00000206562	3	15422782	15482073	138	14	305495	2.3664	0.0089812	METTL6
ENSG00000144597	3	15468862	15484120	30	7	305495	1.8764	0.030303	EAF1
ENSG00000206561	3	15491640	15563258	242	24	305495	2.4834	0.0065076	COLQ
ENSG00000131373	3	15602211	15643338	98	19	305495	2.2746	0.011464	HACL1
ENSG00000169814	3	15642848	15687329	96	12	305495	0.51353	0.30379	BTD
ENSG00000206560	3	15708743	15901278	431	21	305495	-0.46502	0.67904	ANKRD28
ENSG00000131386	3	16216156	16273499	202	30	305495	-0.50495	0.6932	GALNT15
ENSG00000154813	3	16299485	16306479	31	5	305495	-1.3323	0.90862	DPH3
ENSG00000154814	3	16306706	16391806	287	20	305495	-1.1191	0.86846	OXNAD1
ENSG00000131378	3	16355081	16555533	634	68	305495	-0.26199	0.60333	RFTN1
ENSG00000092345	3	16628299	16711813	379	51	305495	0.44933	0.3266	DAZL
ENSG00000154822	3	16844159	17132086	830	42	305495	-0.48046	0.68455	PLCL2
ENSG00000131374	3	17198654	18486309	3079	62	305495	-0.67554	0.75033	TBC1D5
ENSG00000182568	3	18386879	18487080	215	28	305495	1.2511	0.10545	SATB1
ENSG00000183960	3	19189946	19577138	597	58	305495	1.7017	0.044406	KCNH8
ENSG00000163576	3	19920964	19988517	241	22	305495	-2.35	0.99061	EFHB
ENSG00000144566	3	19988571	20026667	159	18	305495	-1.1239	0.86947	RAB5A
ENSG00000183977	3	20021453	20053822	135	16	305495	-1.62	0.94738	PP2D1
ENSG00000114166	3	20081515	20195896	507	33	305495	0.98714	0.16179	KAT2B
ENSG00000129810	3	20202085	20227784	102	13	305495	0.84155	0.20002	SGOL1
ENSG00000151789	3	21459915	22414812	4428	277	305495	0.88136	0.18906	ZNF385D
ENSG00000182247	3	23244511	23633284	1461	35	305495	0.87094	0.19189	UBE2E2
ENSG00000170142	3	23847394	23932807	188	23	305495	-0.53319	0.70305	UBE2E1
ENSG00000197885	3	23933151	23988082	206	16	305495	-0.027783	0.51108	NKIRAS1
ENSG00000174748	3	23958036	23965183	13	5	305495	-0.29926	0.61763	RPL15
ENSG00000174738	3	23986751	24022109	99	14	305495	-0.10589	0.54216	NR1D2
ENSG00000151090	3	24158651	24536773	1141	134	305495	-0.24248	0.59579	THRB
ENSG00000077092	3	25215823	25639423	1703	119	305495	1.005	0.15745	RARB
ENSG00000077097	3	25639475	25706398	134	9	305495	2.0914	0.018244	TOP2B
ENSG00000151092	3	25760435	25831530	125	8	305495	0.35152	0.3626	NGLY1
ENSG00000151093	3	25824408	25836025	15	4	305495	0.11867	0.45277	OXSM
ENSG00000230891	3	25900024	25915191	36	5	305495	-0.73431	0.76862	LINC00692
ENSG00000179796	3	26664297	26752267	263	31	305495	1.201	0.11488	LRRC3B
ENSG00000163491	3	27151576	27410951	877	28	305495	-0.056672	0.5226	NEK10
ENSG00000033867	3	27414214	27525911	416	29	305495	0.078074	0.46888	SLC4A7
ENSG00000163508	3	27757440	27764206	12	5	305495	1.8615	0.031334	EOMES
ENSG00000187118	3	28283075	28366633	177	16	305495	0.27533	0.39153	CMC1
ENSG00000163512	3	28356494	28390618	45	7	305495	-0.80774	0.79038	AZI2
ENSG00000206559	3	28390637	28579613	302	20	305495	-0.36342	0.64185	ZCWPW2
ENSG00000144642	3	29322473	30051886	2870	177	305495	0.98498	0.16232	RBMS3
ENSG00000163513	3	30647994	30735634	261	39	305495	2.5538	0.005328	TGFBR2
ENSG00000144644	3	30767692	30936257	677	48	305495	0.45113	0.32595	GADL1
ENSG00000163527	3	31574130	31679112	219	19	305495	-0.22109	0.58749	STT3B
ENSG00000144645	3	31699382	32119072	1217	124	305495	0.32915	0.37102	OSBPL10
ENSG00000197385	3	32023263	32033120	42	5	305495	-0.88042	0.81068	ZNF860
ENSG00000152642	3	32147181	32210205	265	20	305495	0.4644	0.32118	GPD1L
ENSG00000170293	3	32280171	32411817	457	76	305495	-1.167	0.87839	CMTM8
ENSG00000153551	3	32433163	32524559	372	43	305495	-1.1971	0.88437	CMTM7
ENSG00000091317	3	32522804	32544900	54	11	305495	0.15461	0.43856	CMTM6
ENSG00000144635	3	32567463	32612366	98	15	305495	-1.9513	0.97449	DYNC1LI1
ENSG00000182973	3	32726637	32815367	398	23	305495	-0.1461	0.55808	CNOT10
ENSG00000206557	3	32859510	32939318	178	24	305495	-0.34022	0.63316	TRIM71
ENSG00000183813	3	32993066	32997841	10	2	305495	1.3133	0.094542	CCR4
ENSG00000170266	3	33038100	33138722	369	35	305495	0.039739	0.48415	GLB1
ENSG00000188167	3	33131913	33138293	6	3	305495	-1.483	0.93097	TMPPE
ENSG00000170275	3	33155471	33189265	74	11	305495	0.75698	0.22453	CRTAP
ENSG00000173705	3	33191537	33260707	260	24	305495	0.66824	0.25199	SUSD5
ENSG00000153558	3	33318517	33445154	314	23	305495	0.75821	0.22416	FBXL2
ENSG00000153560	3	33429828	33482863	142	13	305495	0.46654	0.32042	UBP1
ENSG00000163539	3	33537737	33759848	378	32	305495	0.45199	0.32564	CLASP2
ENSG00000170248	3	33839844	33911194	265	13	305495	-1.3539	0.91211	PDCD6IP
ENSG00000172995	3	35680437	35835988	332	35	305495	-0.89697	0.81513	ARPP21
ENSG00000144681	3	36421836	36589499	720	51	305495	0.89451	0.18552	STAC
ENSG00000163673	3	36753913	36781352	54	13	305495	0.89625	0.18506	DCLK3
ENSG00000168016	3	36868311	36986548	267	21	305495	-0.64821	0.74158	TRANK1
ENSG00000178567	3	37027357	37034795	9	3	305495	1.3163	0.094037	EPM2AIP1
ENSG00000076242	3	37034823	37107380	159	12	305495	0.71825	0.2363	MLH1
ENSG00000093167	3	37094117	37225180	269	12	305495	0.81075	0.20875	LRRFIP2
ENSG00000144674	3	37284668	37408242	266	16	305495	-0.67321	0.74959	GOLGA4
ENSG00000198590	3	37427760	37476988	101	16	305495	-1.2271	0.89011	C3orf35
ENSG00000144668	3	37493606	37865005	1109	90	305495	2.4065	0.0080525	ITGA9
ENSG00000144677	3	37903451	38025960	301	31	305495	0.37462	0.35397	CTDSPL
ENSG00000136059	3	38029550	38048679	59	6	305495	0.16289	0.4353	VILL
ENSG00000187091	3	38048987	38071253	84	14	305495	0.8286	0.20367	PLCD1
ENSG00000008226	3	38080696	38165516	247	16	305495	0.56815	0.28497	DLEC1
ENSG00000060971	3	38144620	38178733	47	12	305495	-0.00099503	0.5004	ACAA1
ENSG00000172936	3	38179969	38184513	4	2	305495	-0.90041	0.81605	MYD88
ENSG00000172939	3	38206580	38296979	129	17	305495	-0.19269	0.5764	OXSR1
ENSG00000172940	3	38307303	38319806	18	2	305495	-0.3452	0.63503	SLC22A13
ENSG00000144671	3	38323785	38360066	172	7	305495	-1.3104	0.90497	SLC22A14
ENSG00000093217	3	38388251	38462839	277	20	305495	0.91685	0.17961	XYLB
ENSG00000114739	3	38495342	38534633	82	6	305495	0.32232	0.37361	ACVR2B
ENSG00000157036	3	38537618	38583652	104	11	305495	0.42623	0.33497	EXOG
ENSG00000183873	3	38589548	38691164	275	52	305495	-0.36681	0.64312	SCN5A
ENSG00000185313	3	38738293	38835501	310	37	305495	-0.31933	0.62526	SCN10A
ENSG00000168356	3	38887260	38992052	289	27	305495	-1.1455	0.874	SCN11A
ENSG00000114742	3	39093489	39138155	142	18	305495	-1.3563	0.91251	WDR48
ENSG00000114745	3	39138150	39149854	37	10	305495	-0.68848	0.75443	GORASP1
ENSG00000168026	3	39149152	39180394	124	14	305495	-0.45707	0.67619	TTC21A
ENSG00000144655	3	39183346	39196053	36	8	305495	-0.53331	0.70309	CSRNP1
ENSG00000168334	3	39224701	39234087	18	7	305495	-1.1182	0.86827	XIRP1
ENSG00000168329	3	39304985	39323226	61	17	305495	1.0289	0.15176	CX3CR1
ENSG00000179934	3	39371197	39375171	4	2	305495	1.8287	0.03372	CCR8
ENSG00000144659	3	39424839	39438842	58	9	305495	-0.40393	0.65687	SLC25A38
ENSG00000168028	3	39448180	39454033	42	4	305495	-0.46403	0.67869	RPSA
